-10	inf
-9.99	inf
-9.98	inf
-9.97	inf
-9.96	inf
-9.95	inf
-9.94	inf
-9.93	inf
-9.92	inf
-9.91	inf
-9.9	inf
-9.89	inf
-9.88	inf
-9.87	inf
-9.86	inf
-9.85	inf
-9.84	inf
-9.83	inf
-9.82	inf
-9.81	inf
-9.8	inf
-9.79	inf
-9.78	inf
-9.77	inf
-9.76	inf
-9.75	inf
-9.74	inf
-9.73	inf
-9.72	inf
-9.71	inf
-9.7	inf
-9.69	inf
-9.68	inf
-9.67	inf
-9.66	inf
-9.65	inf
-9.64	inf
-9.63	inf
-9.62	inf
-9.61	inf
-9.6	inf
-9.59	inf
-9.58	inf
-9.57	inf
-9.56	inf
-9.55	inf
-9.54	inf
-9.53	inf
-9.52	inf
-9.51	inf
-9.5	inf
-9.49	inf
-9.48	inf
-9.47	inf
-9.46	inf
-9.45	inf
-9.44	inf
-9.43	inf
-9.42	inf
-9.41	inf
-9.4	inf
-9.39	inf
-9.38	inf
-9.37	inf
-9.36	inf
-9.35	inf
-9.34	inf
-9.33	inf
-9.32	inf
-9.31	inf
-9.3	inf
-9.29	inf
-9.28	inf
-9.27	inf
-9.26	inf
-9.25	inf
-9.24	inf
-9.23	inf
-9.22	inf
-9.21	inf
-9.2	inf
-9.19	inf
-9.18	inf
-9.17	inf
-9.16	inf
-9.15	inf
-9.14	inf
-9.13	inf
-9.12	inf
-9.11	inf
-9.1	inf
-9.09	inf
-9.08	inf
-9.07	inf
-9.06	inf
-9.05	inf
-9.04	inf
-9.03	inf
-9.02	inf
-9.01	inf
-9	inf
-8.99	inf
-8.98	inf
-8.97	inf
-8.96	inf
-8.95	inf
-8.94	inf
-8.93	inf
-8.92	inf
-8.91	inf
-8.9	inf
-8.89	inf
-8.88	inf
-8.87	inf
-8.86	inf
-8.85	inf
-8.84	inf
-8.83	inf
-8.82	inf
-8.81	inf
-8.8	inf
-8.79	inf
-8.78	inf
-8.77	inf
-8.76	inf
-8.75	inf
-8.74	inf
-8.73	inf
-8.72	inf
-8.71	inf
-8.7	inf
-8.69	inf
-8.68	inf
-8.67	inf
-8.66	inf
-8.65	inf
-8.64	inf
-8.63	inf
-8.62	inf
-8.61	inf
-8.6	inf
-8.59	inf
-8.58	inf
-8.57	inf
-8.56	inf
-8.55	inf
-8.54	inf
-8.53	inf
-8.52	inf
-8.51	inf
-8.5	inf
-8.49	inf
-8.48	inf
-8.47	inf
-8.46	inf
-8.45	inf
-8.44	inf
-8.43	inf
-8.42	inf
-8.41	inf
-8.4	inf
-8.39	inf
-8.38	inf
-8.37	inf
-8.36	inf
-8.35	inf
-8.34	inf
-8.33	inf
-8.32	inf
-8.31	inf
-8.3	inf
-8.29	inf
-8.28	inf
-8.27	inf
-8.26	inf
-8.25	inf
-8.24	inf
-8.23	inf
-8.22	inf
-8.21	inf
-8.2	inf
-8.19	inf
-8.18	inf
-8.17	inf
-8.16	inf
-8.15	inf
-8.14	-0.0346118
-8.13	inf
-8.12	inf
-8.11	inf
-8.1	inf
-8.09	inf
-8.08	inf
-8.07	inf
-8.06	inf
-8.05	inf
-8.04	-0.0345264
-8.03	inf
-8.02	inf
-8.01	inf
-8	-0.0461166
-7.99	-0.0496103
-7.98	inf
-7.97	inf
-7.96	inf
-7.95	inf
-7.94	inf
-7.93	-0.0774756
-7.92	-0.0835843
-7.91	inf
-7.9	inf
-7.89	inf
-7.88	-0.113956
-7.87	inf
-7.86	inf
-7.85	-0.145047
-7.84	inf
-7.83	inf
-7.82	inf
-7.81	inf
-7.8	inf
-7.79	inf
-7.78	-0.113647
-7.77	inf
-7.76	inf
-7.75	inf
-7.74	-0.157092
-7.73	-0.170843
-7.72	-0.186078
-7.71	-0.203018
-7.7	inf
-7.69	-0.243162
-7.68	inf
-7.67	-0.294353
-7.66	inf
-7.65	-0.361693
-7.64	-0.404067
-7.63	-0.454589
-7.62	inf
-7.61	-0.593554
-7.6	-0.695382
-7.59	-0.839945
-7.58	-1.07893
-7.57	-1.74894
-7.56	-1.28052
-7.55	-0.893855
-7.54	-0.40249
-7.53	-0.452691
-7.52	inf
-7.51	inf
-7.5	-0.691328
-7.49	-0.8339
-7.48	-1.06776
-7.47	-1.69567
-7.46	-1.30168
-7.45	-0.903037
-7.44	-0.68724
-7.43	-0.535078
-7.42	-0.511499
-7.41	-0.316
-7.4	-0.229792
-7.39	-0.827951
-7.38	-1.0569
-7.37	-1.64832
-7.36	-1.32387
-7.35	-0.912395
-7.34	-0.702779
-7.33	-0.539658
-7.32	-1.09979
-7.31	-1.86531
-7.3	-1.24483
-7.29	-0.822097
-7.28	-1.04633
-7.27	-1.60573
-7.26	-1.3472
-7.25	-0.921936
-7.24	-0.699467
-7.23	-1.54573
-7.22	-1.08803
-7.21	-1.79662
-7.2	-1.26437
-7.19	-0.816334
-7.18	-0.676504
-7.17	-1.56704
-7.16	-0.779854
-7.15	-0.973187
-7.14	-1.37205
-7.13	-1.58459
-7.12	-1.00258
-7.11	-1.73746
-7.1	-1.00716
-7.09	-0.895724
-7.08	-1.45328
-7.07	-1.53159
-7.06	-1.1218
-7.05	-0.9416
-7.04	-1.34945
-7.03	-1.62717
-7.02	-2.53658
-7.01	-1.68552
-7	-1.30614
-6.99	-1.42055
-6.98	-1.48463
-6.97	-1.4989
-6.96	-1.42541
-6.95	-1.33389
-6.94	-2.49885
-6.93	-1.67426
-6.92	-2.27829
-6.91	-1.63923
-6.9	-1.32856
-6.89	-1.41507
-6.88	-1.51833
-6.87	-1.51708
-6.86	-1.58843
-6.85	-1.8503
-6.84	-3.10002
-6.83	-1.72695
-6.82	-2.11775
-6.81	-1.76659
-6.8	-2.57334
-6.79	-2.28378
-6.78	-1.55478
-6.77	-2.28418
-6.76	-2.87072
-6.75	-1.7838
-6.74	-2.80233
-6.73	-2.07314
-6.72	-1.88446
-6.71	-2.16224
-6.7	-3.52909
-6.69	-1.95209
-6.68	-2.0035
-6.67	-2.05972
-6.66	-2.98915
-6.65	-2.30443
-6.64	-2.40433
-6.63	-1.96662
-6.62	-1.97273
-6.61	-1.90998
-6.6	-2.68323
-6.59	-2.05695
-6.58	-2.29553
-6.57	-2.00413
-6.56	-2.46958
-6.55	-2.1356
-6.54	-2.15812
-6.53	-3.01828
-6.52	-2.47689
-6.51	-3.02045
-6.5	-2.25038
-6.49	-2.19509
-6.48	-2.57141
-6.47	-2.40429
-6.46	-2.73585
-6.45	-2.34892
-6.44	-2.34075
-6.43	-2.54285
-6.42	-4.28897
-6.41	-2.68469
