-2 -2.3010336147875545 -6.6020672264836406 -2.4529986838562348 -2.4501033669352505 -4.9286684196216974 -4.7781534218819601 -4.4771364551202613
-3 -3.3010300318619907 -9.6021178188920508 -3.4516898186656104 -3.4514002889325512 -6.9286661827907716 -6.7781509850365342 -6.4771216949711024
-4 -4.3010299983033935 -inf -4.4515594624628569 -4.4515305076272096 -8.928638187784248 -8.778122545942999 -8.4771355971453257
-5 -5.3010299597302959 -inf -5.4515461409097314 -5.4515427104179555 -10.855002350143286 -10.995014190247945 -10.292542496537829
-6 -6.3009913883477138 -9.9545897701910029 -6.4515520318435504 -6.4515450021235425 -11.543424796435815 -10.083895651841628 -9.7145417472541293
-7 -7.3013772564156598 -inf -7.4528812957630226 -7.4460253454074641 -9.552195453772697 -9.2336874251902383 -8.7710626725554199
-8 -inf -7.9545897701910038 -7.8491673830925972 -8.0940974038594184 -8.5156642879983746 -8.2162770910227145 -7.7649843851036975
-9 -inf -inf -7.4394126458523919 -7.1268808372169552 -7.7177357857392535 -7.0822825372710092 -6.7127298829296036
-10 -inf -inf -6.7312169511235016 -6.7312169511235016 -6.7312169511235016 -7.0822825372710092 -7.0822825384364956
-11 -inf -inf -5.270395672307969 -5.2413300796362243 -6.7312169511235016 -7.0822825372710092 -7.0822825372710092
-12 -inf -inf -5.2413300796446283 -5.2413300796446283 -5.2413300796446283 -4.0510953941865564 -3.6991374901498073
-13 -inf -inf -3.9776314373979345 -3.9776314373979345 -3.9776314373979345 -3.0973022291245007 -2.7190801412419217
-14 -inf -inf -2.463952586571251 -2.115415567943737 -2.6746566622618033 -3.0973022291245007 -3.0973022291245007
-15 -inf -inf -1.1545959767340461 -1.3875025923200242 -1.8374898143816636 -0.95772767569131168 -0.65512589324695036
-16 -inf -inf -0.39456970173872519 -0.15051499783199063 -0.818169930041452 0 0.32432835730977072
-17 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-18 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-19 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-20 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-21 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-22 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-23 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-24 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-25 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-26 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-27 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-28 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-29 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-30 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-31 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-32 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-33 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-34 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-35 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-36 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-37 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-38 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
-39 -inf -inf -0.15051499783199063 -0.15051499783199063 -0.15051499783199063 0 0
